,Date,Total Traffic Volume,Base Interest Rate,Exchange Rate,Gross Domestic Product (GDP),Economic Growth Rate (Real GDP Growth Rate),Export price,Export growth rate,Import price,Import growth rate,Nationwide Consumer Price Index,Regular Unleaded Gasoline,Diesel Fuel for Automobiles,number of car ownership
15,2011-01-16,4596628.0,2.75,1124.983870967742,328096.0,5.4,41527669.97092901,30.83914050979566,39248463.53612808,12.42452074994733,89.69509677419354,1824.75,1620.53,18247218.0
16,2011-01-17,5740522.0,2.75,1125.216129032258,328096.0,5.4,41331823.56899095,29.91508321044871,39066272.90520328,12.34615546661049,89.64490322580644,1825.26,1621.16,18236393.0
17,2011-01-18,5807639.0,2.75,1125.4483870967742,328096.0,5.4,41135977.16705287,28.99102591110175,38884082.27427849,12.26779018327365,89.59470967741935,1826.64,1622.69,18225567.0
18,2011-01-19,5920447.0,2.75,1125.6806451612904,328096.0,5.4,40940130.76511481,28.0669686117548,38701891.6433537,12.1894248999368,89.54451612903225,1827.39,1623.53,18214741.0
19,2011-01-20,5999017.0,2.75,1125.9129032258063,328096.0,5.4,40744284.36317674,27.14291131240784,38519701.0124289,12.11105961659996,89.49432258064516,1828.05,1624.21,18203915.0
20,2011-01-21,6540631.0,2.75,1126.145161290323,328096.0,5.4,40548437.96123867,26.21885401306088,38337510.38150411,12.03269433326311,89.44412903225806,1828.58,1624.78,18193089.0
21,2011-01-22,6395061.0,2.75,1126.3774193548388,328096.0,5.4,40352591.55930061,25.29479671371393,38155319.75057931,11.95432904992627,89.39393548387096,1829.07,1625.2,18182263.0
22,2011-01-23,4735141.0,2.75,1126.609677419355,328096.0,5.4,40156745.15736254,24.37073941436697,37973129.11965452,11.87596376658943,89.34374193548386,1829.3,1625.21,18171437.0
23,2011-01-24,5359900.0,2.75,1126.841935483871,328096.0,5.4,39960898.75542448,23.44668211502001,37790938.48872972,11.79759848325258,89.29354838709676,1829.69,1625.81,18160611.0
24,2011-01-25,5839831.0,2.75,1127.074193548387,328096.0,5.4,39765052.35348641,22.52262481567306,37608747.85780493,11.71923319991574,89.24335483870968,1830.89,1627.44,18149785.0
25,2011-01-26,5973703.0,2.75,1127.3064516129032,328096.0,5.4,39569205.95154835,21.5985675163261,37426557.22688013,11.64086791657889,89.19316129032258,1831.61,1628.4,18138959.0
26,2011-01-27,6074548.0,2.75,1127.538709677419,328096.0,5.4,39373359.54961028,20.67451021697915,37244366.59595534,11.56250263324205,89.14296774193548,1832.5,1629.49,18128133.0
27,2011-01-28,6441586.0,2.75,1127.7709677419357,328096.0,5.4,39177513.14767221,19.75045291763219,37062175.96503054,11.4841373499052,89.09277419354838,1833.39,1630.53,18117307.0
28,2011-01-29,5747562.0,2.75,1128.0032258064516,328096.0,5.4,38981666.74573415,18.82639561828523,36879985.33410575,11.40577206656836,89.04258064516128,1834.21,1631.24,18106481.0
29,2011-01-30,4201981.0,2.75,1128.2354838709678,328096.0,5.4,38785820.34379608,17.90233831893828,36697794.70318095,11.32740678323151,88.9923870967742,1834.62,1631.66,18095655.0
30,2011-01-31,6024860.0,2.75,1128.467741935484,328096.0,5.4,38589973.94185802,16.97828101959132,36515604.07225616,11.24904149989467,88.9421935483871,1835.48,1632.73,18084829.0
31,2011-02-01,6440455.0,2.75,1128.7,328096.0,5.4,38584530.93448494,16.55150621445123,36513560.42721719,11.2513166210238,88.892,1836.57,1634.49,18074004.0
32,2011-02-02,6024050.0,2.75,1127.557142857143,328096.0,5.4,38897521.19043607,16.95639351169159,36812797.08615968,11.38845586686328,88.90435714285714,1837.34,1635.33,18075972.0
33,2011-02-03,7929925.0,2.75,1126.4142857142858,328096.0,5.4,39210511.44638719,17.36128080893196,37112033.74510217,11.52559511270276,88.91671428571428,1837.61,1635.65,18077941.0
34,2011-02-04,6512531.0,2.75,1125.2714285714287,328096.0,5.4,39523501.70233832,17.76616810617232,37411270.40404466,11.66273435854224,88.92907142857142,1837.94,1635.93,18079910.0
35,2011-02-05,5898564.0,2.75,1124.1285714285714,328096.0,5.4,39836491.95828944,18.17105540341268,37710507.06298715,11.79987360438171,88.94142857142857,1838.18,1636.18,18081878.0
36,2011-02-06,4435220.0,2.75,1122.9857142857145,328096.0,5.4,40149482.21424057,18.57594270065304,38009743.72192964,11.93701285022119,88.95378571428571,1838.34,1636.35,18083847.0
37,2011-02-07,5636547.0,2.75,1121.8428571428572,328096.0,5.4,40462472.4701917,18.98082999789341,38308980.38087213,12.07415209606067,88.96614285714286,1839.01,1637.18,18085816.0
38,2011-02-08,5809283.0,2.75,1120.7,328096.0,5.4,40775462.72614282,19.38571729513377,38608217.03981462,12.21129134190015,88.9785,1842.0,1640.42,18087784.0
39,2011-02-09,5913192.0,2.75,1119.557142857143,328096.0,5.4,41088452.98209395,19.79060459237413,38907453.69875711,12.34843058773962,88.99085714285714,1844.45,1643.12,18089753.0
40,2011-02-10,5938146.0,2.75,1118.4142857142858,328096.0,5.4,41401443.23804508,20.19549188961449,39206690.3576996,12.4855698335791,89.00321428571428,1846.41,1645.57,18091722.0
41,2011-02-11,6340986.0,2.75,1117.2714285714287,328096.0,5.4,41714433.49399621,20.60037918685486,39505927.01664209,12.62270907941858,89.01557142857142,1847.81,1647.39,18093690.0
42,2011-02-12,5990198.0,2.75,1116.1285714285714,328096.0,5.4,42027423.74994733,21.00526648409522,39805163.67558458,12.75984832525806,89.02792857142857,1848.82,1648.49,18095659.0
43,2011-02-13,4805347.0,2.75,1114.9857142857145,328096.0,5.4,42340414.00589846,21.41015378133558,40104400.33452707,12.89698757109753,89.04028571428572,1849.26,1649.0,18097628.0
44,2011-02-14,5328513.0,2.75,1113.8428571428572,328096.0,5.4,42653404.26184959,21.81504107857594,40403636.99346956,13.03412681693701,89.05264285714286,1849.95,1650.02,18099596.0
45,2011-02-15,5687814.0,2.75,1112.7,328096.0,5.4,42966394.51780072,22.2199283758163,40702873.65241205,13.17126606277649,89.065,1850.25,1651.81,18101565.0
46,2011-02-16,6094336.0,2.75,1111.557142857143,328096.0,5.4,43279384.77375184,22.62481567305666,41002110.31135454,13.30840530861597,89.07735714285714,1850.77,1652.85,18103534.0
47,2011-02-17,6050472.0,2.75,1110.4142857142858,328096.0,5.4,43592375.02970297,23.02970297029703,41301346.97029703,13.44554455445545,89.08971428571428,1851.25,1653.52,18105502.0
48,2011-02-18,6719157.0,2.75,1109.2714285714287,328096.0,5.4,43905365.2856541,23.43459026753739,41600583.62923951,13.58268380029492,89.10207142857142,1851.89,1654.64,18107471.0
49,2011-02-19,6689688.0,2.75,1108.1285714285714,328096.0,5.4,44218355.54160523,23.83947756477775,41899820.28818201,13.7198230461344,89.11442857142858,1852.51,1655.45,18109440.0
50,2011-02-20,5678429.0,2.75,1106.9857142857145,328096.0,5.4,44531345.79755635,24.24436486201812,42199056.9471245,13.85696229197388,89.12678571428572,1852.87,1655.91,18111408.0
51,2011-02-21,6363049.0,2.75,1105.8428571428572,328096.0,5.4,44844336.05350748,24.64925215925848,42498293.60606699,13.99410153781336,89.13914285714286,1853.59,1658.15,18113377.0
52,2011-02-22,6381021.0,2.75,1104.7,328096.0,5.4,45157326.30945861,25.05413945649884,42797530.26500948,14.13124078365283,89.1515,1856.39,1662.41,18115346.0
53,2011-02-23,6406449.0,2.75,1103.557142857143,328096.0,5.4,45470316.56540973,25.4590267537392,43096766.92395197,14.26838002949231,89.16385714285714,1858.95,1664.82,18117314.0
54,2011-02-24,6481902.0,2.75,1102.4142857142858,328096.0,5.4,45783306.82136086,25.86391405097956,43396003.58289446,14.40551927533179,89.17621428571428,1861.79,1668.51,18119283.0
55,2011-02-25,7054383.0,2.75,1101.2714285714287,328096.0,5.4,46096297.07731199,26.26880134821992,43695240.24183695,14.54265852117127,89.18857142857142,1864.57,1671.5,18121252.0
56,2011-02-26,7054578.0,2.75,1100.1285714285714,328096.0,5.4,46409287.33326311,26.67368864546029,43994476.90077944,14.67979776701074,89.20092857142858,1866.6,1673.61,18123220.0
57,2011-02-27,4965985.0,2.75,1098.9857142857145,328096.0,5.4,46722277.58921424,27.07857594270065,44293713.55972193,14.81693701285022,89.21328571428572,1867.5,1674.48,18125189.0
58,2011-02-28,6589958.0,2.75,1097.8428571428572,328096.0,5.4,47035267.84516536,27.48346323994102,44592950.21866442,14.9540762586897,89.22564285714286,1869.75,1677.12,18127158.0
59,2011-03-01,5649904.0,3.0,1096.7,328096.0,5.4,47348258.10111649,27.88835053718137,44892186.87760691,15.09121550452918,89.238,1877.24,1684.26,18129127.0
60,2011-03-02,6003694.0,3.0,1095.8870967741937,328096.0,5.4,47661248.35706762,28.29323783442174,45191423.5365494,15.22835475036865,89.2408064516129,1886.0,1693.06,18130715.0
61,2011-03-03,5988833.0,3.0,1095.074193548387,328096.0,5.4,47974238.61301875,28.6981251316621,45490660.19549189,15.36549399620813,89.24361290322581,1891.78,1698.87,18132304.0
62,2011-03-04,6455085.0,3.0,1094.2612903225806,328096.0,5.4,48064811.75921635,28.6704866231304,45532292.45081104,15.74211080682536,89.24641935483871,1897.1,1704.46,18133893.0
63,2011-03-05,6342816.0,3.0,1093.4483870967742,328096.0,5.4,48080606.73920371,28.49742995576154,45487316.32904993,16.19924162629029,89.24922580645162,1901.83,1709.07,18135482.0
64,2011-03-06,5201127.0,3.0,1092.6354838709678,328096.0,5.4,48096401.71919107,28.32437328839267,45442340.20728882,16.65637244575521,89.25203225806452,1904.1,1711.15,18137071.0
65,2011-03-07,6111602.0,3.0,1091.8225806451612,328096.0,5.4,48112196.69917843,28.15131662102381,45397364.0855277,17.11350326522014,89.25483870967741,1908.06,1715.67,18138659.0
66,2011-03-08,6055938.0,3.0,1091.0096774193548,328096.0,5.4,48127991.67916579,27.97825995365494,45352387.96376659,17.57063408468506,89.25764516129033,1916.81,1726.4,18140248.0
67,2011-03-09,5999609.0,3.0,1090.1967741935484,328096.0,5.4,48143786.65915315,27.80520328628608,45307411.84200548,18.02776490414999,89.26045161290322,1923.71,1734.78,18141837.0
68,2011-03-10,6095428.0,3.0,1089.383870967742,328096.0,5.4,48159581.63914051,27.63214661891721,45262435.72024436,18.48489572361492,89.26325806451612,1930.22,1742.71,18143426.0
69,2011-03-11,6676256.0,3.0,1088.5709677419354,328096.0,5.4,48175376.61912787,27.45908995154835,45217459.59848325,18.94202654307984,89.26606451612903,1935.47,1749.06,18145015.0
70,2011-03-12,6851891.0,3.0,1087.758064516129,328096.0,5.4,48191171.59911523,27.28603328417949,45172483.47672214,19.39915736254476,89.26887096774193,1939.45,1753.27,18146603.0
71,2011-03-13,5752912.0,3.0,1086.9451612903226,328096.0,5.4,48206966.57910259,27.11297661681062,45127507.35496103,19.85628818200969,89.27167741935484,1941.03,1754.99,18148192.0
72,2011-03-14,6148690.0,3.0,1086.1322580645162,328096.0,5.4,48222761.55908995,26.93991994944176,45082531.23319992,20.31341900147461,89.27448387096774,1943.63,1758.26,18149781.0
73,2011-03-15,6084114.0,3.0,1085.3193548387096,328096.0,5.4,48238556.53907731,26.76686328207289,45037555.1114388,20.77054982093954,89.27729032258064,1946.71,1762.64,18151370.0
74,2011-03-16,6028189.0,3.0,1084.5064516129032,328096.0,5.4,48254351.51906467,26.59380661470403,44992578.98967769,21.22768064040446,89.28009677419355,1949.07,1765.54,18152959.0
75,2011-03-17,6112393.0,3.0,1083.6935483870968,328096.0,5.4,48270146.49905203,26.42074994733516,44947602.86791658,21.68481145986939,89.28290322580645,1951.28,1768.33,18154547.0
76,2011-03-18,6595094.0,3.0,1082.8806451612904,328096.0,5.4,48285941.47903939,26.2476932799663,44902626.74615547,22.14194227933431,89.28570967741936,1953.45,1771.15,18156136.0
77,2011-03-19,6688576.0,3.0,1082.0677419354838,328096.0,5.4,48301736.45902675,26.07463661259743,44857650.62439436,22.59907309879924,89.28851612903226,1955.29,1773.5,18157725.0
78,2011-03-20,4899161.0,3.0,1081.2548387096774,328096.0,5.4,48317531.43901411,25.90157994522857,44812674.50263324,23.05620391826416,89.29132258064516,1956.27,1774.62,18159314.0
79,2011-03-21,6197573.0,3.0,1080.441935483871,328096.0,5.4,48333326.41900147,25.7285232778597,44767698.38087213,23.51333473772909,89.29412903225807,1957.93,1777.13,18160903.0
80,2011-03-22,6123165.0,3.0,1079.6290322580646,328096.0,5.4,48349121.39898884,25.55546661049084,44722722.25911102,23.97046555719401,89.29693548387097,1959.15,1781.33,18162491.0
81,2011-03-23,6171781.0,3.0,1078.816129032258,328096.0,5.4,48364916.3789762,25.38240994312197,44677746.1373499,24.42759637665894,89.29974193548388,1960.24,1784.07,18164080.0
82,2011-03-24,6121910.0,3.0,1078.0032258064516,328096.0,5.4,48380711.35896356,25.20935327575311,44632770.01558879,24.88472719612387,89.30254838709678,1961.44,1786.43,18165669.0
83,2011-03-25,6647118.0,3.0,1077.1903225806452,328096.0,5.4,48396506.33895092,25.03629660838424,44587793.89382768,25.34185801558879,89.30535483870968,1962.76,1788.55,18167258.0
84,2011-03-26,7077040.0,3.0,1076.3774193548388,328096.0,5.4,48412301.31893828,24.86323994101538,44542817.77206657,25.79898883505372,89.30816129032259,1963.67,1790.1,18168847.0
85,2011-03-27,5877118.0,3.0,1075.5645161290322,328096.0,5.4,48428096.29892564,24.69018327364651,44497841.65030546,26.25611965451864,89.31096774193549,1964.15,1790.78,18170435.0
86,2011-03-28,6227638.0,3.0,1074.7516129032258,328096.0,5.4,48443891.278913,24.51712660627765,44452865.52854434,26.71325047398356,89.31377419354838,1965.12,1792.4,18172024.0
87,2011-03-29,6250402.0,3.0,1073.9387096774194,328096.0,5.4,48459686.25890036,24.34406993890878,44407889.40678323,27.17038129344849,89.3165806451613,1968.1,1795.25,18173613.0
88,2011-03-30,6258097.0,3.0,1073.125806451613,328096.0,5.4,48475481.23888772,24.17101327153992,44362913.28502212,27.62751211291341,89.3193870967742,1969.17,1796.87,18175202.0
89,2011-03-31,6229603.0,3.0,1072.3129032258064,328096.0,5.4,48491276.21887508,23.99795660417106,44317937.16326101,28.08464293237834,89.3221935483871,1969.79,1798.01,18176791.0
90,2011-04-01,6744285.0,3.0,1071.5,343678.8,3.8,48507071.19886244,23.82489993680219,44272961.0414999,28.54177375184327,89.325,1970.48,1799.56,18178380.0
91,2011-04-02,6987777.0,3.0,1071.756666666667,343678.8,3.8,48522866.1788498,23.65184326943333,44227984.91973878,28.99890457130819,89.33073333333334,1970.9,1800.4,18179693.0
92,2011-04-03,6088540.0,3.0,1072.013333333333,343678.8,3.8,48531900.36886454,23.49279544975774,44192910.4116284,29.39719823046134,89.33646666666667,1971.06,1800.77,18181007.0
93,2011-04-04,6383474.0,3.0,1072.27,343678.8,3.8,48492541.53591742,23.43402148725511,44228710.61175479,29.3743416894881,89.3422,1971.28,1801.41,18182321.0
94,2011-04-05,6464474.0,3.0,1072.5266666666666,343678.8,3.8,48453182.7029703,23.37524752475247,44264510.81188118,29.35148514851485,89.34793333333333,1971.37,1801.84,18183635.0
95,2011-04-06,6577184.0,3.0,1072.7833333333333,343678.8,3.8,48413823.87002318,23.31647356224984,44300311.01200759,29.3286286075416,89.35366666666667,1970.92,1801.62,18184948.0
96,2011-04-07,5757511.0,3.0,1073.04,343678.8,3.8,48374465.03707605,23.25769959974721,44336111.21213398,29.30577206656836,89.35940000000001,1955.8,1788.45,18186262.0
97,2011-04-08,6998424.0,3.0,1073.2966666666666,343678.8,3.8,48335106.20412892,23.19892563724457,44371911.41226038,29.28291552559511,89.36513333333333,1949.64,1784.32,18187576.0
98,2011-04-09,7685800.0,3.0,1073.5533333333333,343678.8,3.8,48295747.3711818,23.14015167474194,44407711.61238677,29.26005898462186,89.37086666666667,1946.93,1782.77,18188890.0
99,2011-04-10,6445664.0,3.0,1073.81,343678.8,3.8,48256388.53823467,23.08137771223931,44443511.81251317,29.23720244364862,89.3766,1945.99,1782.09,18190203.0
100,2011-04-11,6486259.0,3.0,1074.0666666666666,343678.8,3.8,48217029.70528755,23.02260374973667,44479312.01263956,29.21434590267537,89.38233333333334,1943.65,1781.08,18191517.0
101,2011-04-12,6445323.0,3.0,1074.3233333333333,343678.8,3.8,48177670.87234043,22.96382978723404,44515112.21276595,29.19148936170212,89.38806666666667,1945.13,1784.61,18192831.0
102,2011-04-13,6439645.0,3.0,1074.58,343678.8,3.8,48138312.0393933,22.90505582473141,44550912.41289235,29.16863282072888,89.3938,1944.77,1785.44,18194145.0
103,2011-04-14,6501186.0,3.0,1074.8366666666666,343678.8,3.8,48098953.20644618,22.84628186222877,44586712.61301875,29.14577627975563,89.39953333333334,1944.59,1786.6,18195458.0
104,2011-04-15,6926605.0,3.0,1075.0933333333332,343678.8,3.8,48059594.37349905,22.78750789972614,44622512.81314515,29.12291973878239,89.40526666666666,1944.45,1787.66,18196772.0
105,2011-04-16,7255536.0,3.0,1075.35,343678.8,3.8,48020235.54055193,22.72873393722351,44658313.01327154,29.10006319780914,89.411,1944.53,1788.78,18198086.0
106,2011-04-17,6358499.0,3.0,1075.6066666666668,343678.8,3.8,47980876.7076048,22.66995997472088,44694113.21339794,29.07720665683589,89.41673333333334,1944.61,1789.18,18199400.0
107,2011-04-18,6199872.0,3.0,1075.8633333333337,343678.8,3.8,47941517.87465768,22.61118601221824,44729913.41352433,29.05435011586265,89.42246666666666,1944.69,1790.13,18200714.0
108,2011-04-19,6388659.0,3.0,1076.12,343678.8,3.8,47902159.04171056,22.55241204971561,44765713.61365072,29.0314935748894,89.4282,1945.97,1792.02,18202027.0
109,2011-04-20,6482024.0,3.0,1076.3766666666668,343678.8,3.8,47862800.20876343,22.49363808721298,44801513.81377712,29.00863703391616,89.43393333333333,1946.5,1793.58,18203341.0
110,2011-04-21,6552592.0,3.0,1076.6333333333334,343678.8,3.8,47823441.37581631,22.43486412471034,44837314.01390352,28.98578049294291,89.43966666666667,1946.76,1794.59,18204655.0
111,2011-04-22,6401309.0,3.0,1076.89,343678.8,3.8,47784082.54286918,22.37609016220771,44873114.21402992,28.96292395196966,89.4454,1946.91,1795.48,18205969.0
112,2011-04-23,7255154.0,3.0,1077.1466666666668,343678.8,3.8,47744723.70992205,22.31731619970508,44908914.41415631,28.94006741099642,89.45113333333333,1946.85,1796.02,18207282.0
113,2011-04-24,6206911.0,3.0,1077.4033333333334,343678.8,3.8,47705364.87697493,22.25854223720244,44944714.6142827,28.91721087002317,89.45686666666667,1946.94,1796.24,18208596.0
114,2011-04-25,6573221.0,3.0,1077.66,343678.8,3.8,47666006.04402781,22.19976827469981,44980514.8144091,28.89435432904992,89.4626,1946.88,1796.83,18209910.0
115,2011-04-26,6000620.0,3.0,1077.9166666666667,343678.8,3.8,47626647.21108069,22.14099431219718,45016315.01453549,28.87149778807668,89.46833333333333,1946.84,1796.62,18211224.0
116,2011-04-27,6321820.0,3.0,1078.1733333333334,343678.8,3.8,47587288.37813356,22.08222034969454,45052115.21466189,28.84864124710343,89.47406666666667,1946.58,1796.56,18212537.0
117,2011-04-28,6604444.0,3.0,1078.43,343678.8,3.8,47547929.54518643,22.02344638719191,45087915.41478828,28.82578470613019,89.4798,1946.2,1796.45,18213851.0
118,2011-04-29,7080188.0,3.0,1078.6866666666667,343678.8,3.8,47508570.71223931,21.96467242468928,45123715.61491469,28.80292816515694,89.48553333333334,1946.05,1796.45,18215165.0
119,2011-04-30,6080154.0,3.0,1078.9433333333334,343678.8,3.8,47469211.87929218,21.90589846218665,45159515.81504108,28.78007162418369,89.49126666666666,1945.94,1796.29,18216479.0
120,2011-05-01,5709364.0,3.0,1079.2,343678.8,3.8,47429853.04634506,21.84712449968401,45195316.01516747,28.75721508321045,89.497,1945.74,1796.21,18217793.0
121,2011-05-02,6519956.0,3.0,1078.829032258065,343678.8,3.8,47390494.21339794,21.78835053718138,45231116.21529387,28.7343585422372,89.50258064516129,1945.82,1796.18,18219250.0
122,2011-05-03,6533780.0,3.0,1078.458064516129,343678.8,3.8,47351135.38045081,21.72957657467875,45266916.41542026,28.71150200126396,89.50816129032258,1949.37,1796.49,18220707.0
123,2011-05-04,7241471.0,3.0,1078.0870967741937,343678.8,3.8,47321686.78976195,21.52805982725932,45277467.85001054,28.64160522435222,89.51374193548386,1950.58,1796.62,18222165.0
124,2011-05-05,6574386.0,3.0,1077.716129032258,343678.8,3.8,47302277.14577628,21.1819464925216,45262442.61301875,28.52405729934696,89.51932258064517,1951.16,1796.76,18223622.0
125,2011-05-06,7251112.0,3.0,1077.3451612903227,343678.8,3.8,47282867.50179061,20.83583315778387,45247417.37602697,28.40650937434169,89.52490322580645,1951.6,1796.75,18225080.0
126,2011-05-07,7930559.0,3.0,1076.9741935483871,343678.8,3.8,47263457.85780493,20.48971982304613,45232392.13903518,28.28896144933642,89.53048387096774,1951.96,1796.77,18226537.0
127,2011-05-08,7835998.0,3.0,1076.6032258064515,343678.8,3.8,47244048.21381926,20.14360648830841,45217366.90204339,28.17141352433116,89.53606451612903,1952.16,1796.73,18227994.0
128,2011-05-09,7070168.0,3.0,1076.232258064516,343678.8,3.8,47224638.56983358,19.79749315357068,45202341.66505161,28.05386559932589,89.54164516129032,1952.32,1796.6,18229452.0
129,2011-05-10,5391637.0,3.0,1075.8612903225808,343678.8,3.8,47205228.9258479,19.45137981883295,45187316.42805982,27.93631767432062,89.5472258064516,1951.04,1793.96,18230909.0
130,2011-05-11,5918923.0,3.0,1075.4903225806452,343678.8,3.8,47185819.28186223,19.10526648409522,45172291.19106805,27.81876974931536,89.55280645161291,1950.52,1792.8,18232367.0
131,2011-05-12,6426726.0,3.0,1075.1193548387098,343678.8,3.8,47166409.63787656,18.75915314935749,45157265.95407626,27.70122182431009,89.5583870967742,1949.56,1790.71,18233824.0
132,2011-05-13,7196068.0,3.0,1074.7483870967742,343678.8,3.8,47146999.99389088,18.41303981461976,45142240.71708447,27.58367389930482,89.56396774193549,1948.15,1787.82,18235282.0
133,2011-05-14,7474648.0,3.0,1074.3774193548388,343678.8,3.8,47127590.3499052,18.06692647988204,45127215.48009269,27.46612597429956,89.56954838709677,1947.39,1785.79,18236739.0
134,2011-05-15,6375145.0,3.0,1074.0064516129032,343678.8,3.8,47108180.70591953,17.72081314514431,45112190.2431009,27.34857804929429,89.57512903225806,1947.04,1784.87,18238196.0
135,2011-05-16,6609501.0,3.0,1073.6354838709678,343678.8,3.8,47088771.06193385,17.37469981040658,45097165.00610912,27.23103012428902,89.58070967741935,1946.29,1783.11,18239654.0
136,2011-05-17,6569088.0,3.0,1073.2645161290322,343678.8,3.8,47069361.41794818,17.02858647566884,45082139.76911734,27.11348219928376,89.58629032258065,1943.59,1778.22,18241111.0
137,2011-05-18,6561438.0,3.0,1072.8935483870969,343678.8,3.8,47049951.77396251,16.68247314093112,45067114.53212555,26.99593427427849,89.59187096774194,1940.11,1772.25,18242569.0
138,2011-05-19,6517377.0,3.0,1072.5225806451613,343678.8,3.8,47030542.12997682,16.33635980619339,45052089.29513377,26.87838634927323,89.59745161290323,1937.5,1767.27,18244026.0
139,2011-05-20,6841130.0,3.0,1072.151612903226,343678.8,3.8,47011132.48599115,15.99024647145566,45037064.05814198,26.76083842426796,89.60303225806452,1935.06,1762.75,18245483.0
140,2011-05-21,6944443.0,3.0,1071.7806451612903,343678.8,3.8,46991722.84200548,15.64413313671793,45022038.8211502,26.64329049926269,89.6086129032258,1933.35,1759.31,18246941.0
141,2011-05-22,6074603.0,3.0,1071.409677419355,343678.8,3.8,46972313.1980198,15.2980198019802,45007013.58415841,26.52574257425743,89.61419354838709,1932.62,1757.85,18248398.0
142,2011-05-23,6463235.0,3.0,1071.038709677419,343678.8,3.8,46952903.55403413,14.95190646724247,44991988.34716664,26.40819464925216,89.6197741935484,1930.91,1754.54,18249856.0
143,2011-05-24,6515018.0,3.0,1070.667741935484,343678.8,3.8,46933493.91004845,14.60579313250475,44976963.11017485,26.2906467242469,89.62535483870968,1926.55,1749.77,18251313.0
144,2011-05-25,6585582.0,3.0,1070.2967741935483,343678.8,3.8,46914084.26606277,14.25967979776701,44961937.87318306,26.17309879924163,89.63093548387097,1923.19,1745.71,18252771.0
145,2011-05-26,6268522.0,3.0,1069.925806451613,343678.8,3.8,46894674.6220771,13.91356646302928,44946912.63619128,26.05555087423636,89.63651612903226,1920.47,1742.22,18254228.0
146,2011-05-27,7144776.0,3.0,1069.5548387096774,343678.8,3.8,46875264.97809143,13.56745312829156,44931887.39919949,25.9380029492311,89.64209677419355,1918.41,1739.59,18255685.0
147,2011-05-28,7553753.0,3.0,1069.183870967742,343678.8,3.8,46855855.33410575,13.22133979355383,44916862.16220771,25.82045502422583,89.64767741935484,1917.16,1737.94,18257143.0
148,2011-05-29,6224583.0,3.0,1068.8129032258064,343678.8,3.8,46836445.69012008,12.8752264588161,44901836.92521592,25.70290709922056,89.65325806451614,1916.54,1736.77,18258600.0
